id,customer_id,order_date,sku_id,price,qty_ordered,before_discount,discount_amount,after_discount,is_gross,is_valid,is_net,payment_id,payment_method,sku_name,base_price,cogs,category,registered_date
ODR5801891976a,C368617L,2022-01-04,P946198,115942,1,115942,0,115942,1,1,1,1,cod,emart_Revoflex-Xtreme,115942,96222,Health & Sports,2021-08-14
ODR3790240400w,C738903L,2022-02-18,P946198,115942,1,115942,0,115942,1,1,1,1,cod,emart_Revoflex-Xtreme,115942,96222,Health & Sports,2021-10-13
ODR9705965573h,C433996L,2022-02-22,P733199,115942,1,115942,0,115942,1,0,0,1,cod,Aladdin_Pair of Gold Star Rubber Coated Metal Dumbells - 5KG - S,200100,126034,Health & Sports,2022-02-17
ODR3479195967v,C487528L,2022-08-05,P668128,115942,1,115942,0,115942,1,0,0,4,Payaxis,Tmall_ASA269,115942,103182,Health & Sports,2022-02-22
ODR5485313991s,C213870L,2021-02-09,P111456,115942,1,115942,0,115942,1,1,0,1,cod,Tmall_MM-DR-MK,115942,84622,Home & Living,2021-09-11
ODR6879907800c,C305396L,2021-06-10,P914171,115942,1,115942,0,115942,1,1,1,14,productcredit,StripyInterior_ Disney Cars,115942,104342,Home & Living,2021-10-10
ODR1700034721o,C342440L,2021-08-23,P111456,115942,1,115942,0,115942,1,1,1,1,cod,Tmall_MM-DR-MK,115942,84622,Home & Living,2021-07-24
ODR6921331759t,C392770L,2021-08-24,P111456,115942,1,115942,0,115942,1,1,1,1,cod,Tmall_MM-DR-MK,115942,84622,Home & Living,2021-08-08
ODR8224594957w,C392770L,2021-08-26,P111456,115942,1,115942,0,115942,1,0,0,1,cod,Tmall_MM-DR-MK,115942,84622,Home & Living,2021-08-08
ODR5296116834e,C958287L,2021-08-31,P111456,115942,1,115942,0,115942,1,1,1,1,cod,Tmall_MM-DR-MK,115942,84622,Home & Living,2021-07-15
ODR8291252117d,C468577L,2021-11-28,P840915,115942,1,115942,0,115942,1,0,0,4,Payaxis,stinnos_A122,115942,83462,Kids & Baby,2021-09-06
ODR4050895740m,C300966L,2022-05-15,P970103,115942,1,115942,0,115942,1,1,0,1,cod,TKS_m969-10-12 Yrs,115942,103182,Kids & Baby,2022-05-16
ODR7732027872s,C860359L,2022-06-16,P638550,115942,1,115942,0,115942,1,1,0,1,cod,TKS_m969-8-10 Years,115942,85782,Kids & Baby,2021-11-16
ODR3543723729e,C339498L,2022-06-24,P716813,115942,1,115942,0,115942,1,0,0,4,Payaxis,TKS_m969-2 to 3 Years,115942,98542,Kids & Baby,2022-06-19
ODR6134419629t,C966491L,2022-12-07,P910168,115942,1,115942,0,115942,1,1,0,1,cod,Aladdin_75-Baby-Sports-Car-HD3667,115942,83462,Kids & Baby,2022-07-03
ODR8820822034k,C720927L,2021-05-11,P386710,115942,1,115942,0,115942,1,1,1,1,cod,Prime_WBGH -M,115942,76502,Men Fashion,2021-07-17
ODR9279139540g,C588962L,2022-02-04,P419963,115942,1,115942,0,115942,1,1,1,1,cod,CUR_CUD-32,115942,75342,Men Fashion,2022-04-01
ODR5765030115v,C631417L,2022-09-05,P601912,115942,1,115942,0,115942,1,0,0,7,Easypay,YNG_YSD-908-BL-40,115942,69542,Men Fashion,2022-03-07
ODR4824806079f,C934767L,2021-08-11,P557054,115942,1,115942,0,115942,1,1,1,3,customercredit,emart_Tyre Shape Air Compressor,115942,74182,Others,2021-10-14
ODR2126340493k,C337105L,2021-09-10,P557054,115942,1,115942,0,115942,1,1,1,1,cod,emart_Tyre Shape Air Compressor,115942,74182,Others,2021-10-15
ODR6105923611l,C271894L,2021-10-22,P557054,115942,1,115942,0,115942,1,1,0,1,cod,emart_Tyre Shape Air Compressor,115942,74182,Others,2021-07-22
ODR9592465207t,C507202L,2021-10-24,P557054,115942,1,115942,0,115942,1,0,0,1,cod,emart_Tyre Shape Air Compressor,115942,74182,Others,2021-10-13
ODR4429782928m,C684080L,2021-10-29,P557054,115942,1,115942,0,115942,1,1,1,1,cod,emart_Tyre Shape Air Compressor,115942,74182,Others,2021-09-16
ODR4012607470u,C702189L,2021-12-18,P557054,115942,1,115942,0,115942,1,1,0,1,cod,emart_Tyre Shape Air Compressor,115942,74182,Others,2021-12-09
ODR5092108791l,C862736L,2022-02-20,P557054,115942,1,115942,0,115942,1,1,1,1,cod,emart_Tyre Shape Air Compressor,115942,74182,Others,2022-02-12
ODR2340792251q,C137539L,2022-10-02,P557054,115942,1,115942,0,115942,1,1,1,1,cod,emart_Tyre Shape Air Compressor,115942,74182,Others,2021-09-04
ODR3643915126h,C349980L,2022-01-20,P418918,57942,2,115884,0,115884,1,0,0,4,Payaxis,Life source_GS300,63220,45472,Health & Sports,2021-07-02
ODR2796600764i,C996508L,2021-10-10,P460976,57942,2,115884,0,115884,1,1,1,1,cod,Aladdin_Nice_Dicer_Plus,57942,44022,Home & Living,2021-07-10
ODR6479922000k,C182986L,2022-02-08,P365436,57942,2,115884,0,115884,1,1,0,1,cod,aybeez_ABZ-160-L,57942,46922,Men Fashion,2021-07-04
ODR6860149952r,C520835L,2022-08-04,P453587,57942,2,115884,0,115884,1,0,0,7,Easypay,Rubian_Rubian 082,57942,44602,Men Fashion,2022-04-03
ODR3378987294s,C874922L,2021-12-14,P144022,57942,2,115884,0,115884,1,0,0,2,jazzvoucher,bogo_Lahore,57942,42862,Others,2021-11-27
ODR5055572984e,C143684L,2022-03-16,P518458,57942,2,115884,0,115884,1,1,1,1,cod,Pack of 2 Sohan Almond & Cashew Halwa - 2 kgs,57942,35902,Soghaat,2021-07-05
ODR2837775555q,C804461L,2021-10-21,P130180,57942,2,115884,0,115884,1,1,1,1,cod,RB_Household Bundle,57942,34742,Superstore,2021-09-02
ODR6663389725a,C927076L,2021-10-22,P130180,57942,2,115884,0,115884,1,1,1,1,cod,RB_Household Bundle,57942,34742,Superstore,2021-07-07
ODR3010698603k,C901633L,2021-09-27,P998410,57884,2,115768,0,115768,1,0,0,1,cod,Kingston_Kingstondtse9 - 16 Gb - Silver,57884,46284,Others,2021-09-17
ODR9402308097v,C738928L,2021-07-12,P502966,115710,1,115710,0,115710,1,1,1,1,cod,Paramount_99914786,115710,76328,Books,2021-12-07
ODR6328353147s,C741634L,2022-03-19,P526609,115710,1,115710,0,115710,1,1,0,1,cod,RAJESH_RAJ142,115710,90248,Home & Living,2021-07-09
ODR8812971003t,C666371L,2021-10-28,P647365,115710,1,115710,0,115710,1,1,1,3,customercredit,GS_BH025-6-7 Years,115710,94830,Kids & Baby,2021-08-23
ODR3714540332n,C648252L,2021-11-11,P833149,115710,1,115710,0,115710,1,1,0,1,cod,GS_BH030-13-14 Years,115710,77488,Kids & Baby,2021-09-08
ODR8416671711k,C676102L,2021-12-11,P879236,115710,1,115710,0,115710,1,1,1,1,cod,GS_BH025-18-24 M,115710,85608,Kids & Baby,2021-09-21
ODR5706545758s,C986058L,2021-11-09,P521278,115710,1,115710,0,115710,1,1,1,1,cod,oxford_9780195793406,115710,82128,School & Education,2021-09-28
ODR9640721768y,C616920L,2022-03-20,P551178,115710,1,115710,0,115710,1,1,1,1,cod,Paramount_9781444146509,115710,92568,School & Education,2022-03-05
ODR9658081329r,C481253L,2021-07-20,P353340,16530,7,115710,0,115710,1,1,1,1,cod,UK_Habshi Halwa Tin Pack 400 Gms,16530,11194,Soghaat,2021-07-26
ODR5678412936c,C413536L,2021-12-12,P278903,57710,2,115420,0,115420,1,1,1,1,cod,liberty_9780241957110,57710,49590,Books,2021-11-01
ODR7950636046a,C934098L,2022-02-23,P611179,57710,2,115420,0,115420,1,1,1,1,cod,Paramount_9789696372639,57710,42688,Books,2022-02-19
ODR2696656635i,C890155L,2022-05-04,P611179,57710,2,115420,0,115420,1,1,1,1,cod,Paramount_9789696372639,57710,42688,Books,2022-04-09
ODR8292725022v,C560133L,2022-11-06,P611179,57710,2,115420,0,115420,1,1,1,1,cod,Paramount_9789696372639,57710,42688,Books,2022-06-25
ODR6797918223k,C404107L,2022-10-05,P493245,57710,2,115420,0,115420,1,1,0,1,cod,mt_BL001161-16Oz,57710,43848,Health & Sports,2022-05-22
ODR7349331579y,C714247L,2021-04-12,P808008,115420,1,115420,0,115420,1,1,0,1,cod,contessa_CWC250,115420,72674,Others,2021-12-03
ODR1126180881t,C875194L,2022-01-14,P507387,57420,2,114840,0,114840,1,1,0,1,cod,nutrifactor_NF002,57420,51098,Health & Sports,2021-07-21
ODR6391138448t,C209998L,2022-02-26,P507387,57420,2,114840,0,114840,1,1,1,1,cod,nutrifactor_NF002,57420,51098,Health & Sports,2021-12-05
ODR9181352618x,C887896L,2022-07-08,P288030,57420,2,114840,0,114840,1,1,1,1,cod,vitamin_265,57420,49938,Others,2022-08-20
ODR6958569637n,C136681L,2022-05-29,P688522,38280,3,114840,0,114840,1,1,1,1,cod,RS_Sohan Halwa 1000gm,38280,29812,Soghaat,2021-07-24
ODR1961812067a,C533411L,2021-08-23,P905749,114260,1,114260,0,114260,1,0,0,8,ublcreditcard,Senorita_GAK-836-RED-40,114260,85666,Kids & Baby,2021-08-26
ODR8447880854w,C824945L,2022-05-19,P250166,113332,1,113332,0,113332,1,1,1,4,Payaxis,Edenrobe_BTKS-17-3432-4-5 Years,113332,77024,Kids & Baby,2022-05-28
ODR5655621347e,C954451L,2021-11-25,P270878,113100,1,113100,0,113100,1,1,1,1,cod,Paramount_9781910561324,119828,77836,Books,2021-11-22
ODR1421494005f,C263949L,2021-11-13,P253053,113100,1,113100,0,113100,1,1,1,1,cod,Sigma_4544,113100,68962,Health & Sports,2021-11-15
ODR2718013915v,C353508L,2022-01-03,P645170,37700,3,113100,0,113100,1,1,1,1,cod,MartWart_ND-001,37700,24476,Home & Living,2022-03-06
ODR3253813062w,C877494L,2022-02-25,P645170,37700,3,113100,0,113100,1,1,1,1,cod,MartWart_ND-001,37700,24476,Home & Living,2021-09-02
ODR8881847458d,C356347L,2022-09-03,P645170,37700,3,113100,0,113100,1,0,0,1,cod,MartWart_ND-001,37700,24476,Home & Living,2021-11-28
ODR1338523581t,C972737L,2021-08-18,P501464,113100,1,113100,0,113100,1,1,0,1,cod,sst_Chakito-Regular fit-Medium,113100,67860,Men Fashion,2021-07-21
ODR5470457276d,C451973L,2021-11-11,P490465,56550,2,113100,0,113100,1,1,1,4,Payaxis,cr_PISTA SALTED-500 GM,56550,49764,Soghaat,2021-11-26
ODR1662654536n,C506838L,2022-01-02,P490465,56550,2,113100,0,113100,1,0,0,2,jazzvoucher,cr_PISTA SALTED-500 GM,56550,49764,Soghaat,2022-01-08
ODR3032363057f,C359917L,2022-07-19,P803798,113100,1,113100,0,113100,1,0,0,1,cod,Kansai_RustStripper,113100,82534,Superstore,2021-08-21
ODR4122022079u,C592059L,2022-06-05,P504603,113042,1,113042,0,113042,1,1,1,1,cod,TP-Link_Router-WR-840N,113042,87000,Computing,2021-09-08
ODR1633103640u,C588147L,2021-11-21,P948769,37642,3,112926,0,112926,1,1,0,1,cod,emart_00-1,37642,32712,Others,2021-11-09
ODR1511255402m,C399241L,2022-07-05,P993535,112810,1,112810,0,112810,1,1,0,1,cod,OKM_GL-195 LAMBS S/L-BLUE-42,112810,78938,Men Fashion,2021-07-18
ODR2158157487v,C305773L,2021-11-21,P532247,112694,1,112694,0,112694,1,1,1,1,cod,AU_WS017,127020,81258,School & Education,2021-11-07
ODR9011793048v,C585410L,2021-08-17,P710972,112578,1,112578,0,112578,1,1,1,1,cod,SCIFI_SC6803HP-Hannah Montana,28710,24360,School & Education,2021-08-26
ODR5986903734r,C693429L,2021-11-18,P929346,111940,1,111940,0,111940,1,1,1,1,cod,RAJESH_RAJ170,111940,87290,Beauty & Grooming,2021-11-27
ODR4377433478l,C948868L,2021-03-07,P452759,55680,2,111360,0,111360,1,0,0,1,cod,vitamin_Vita White,59160,44950,Health & Sports,2021-07-27
ODR7146516254v,C990984L,2021-07-10,P391919,111360,1,111360,0,111360,1,1,0,1,cod,emart_0-19,111360,82360,Home & Living,2021-10-28
ODR5618509207v,C172885L,2022-04-18,P683207,55680,2,111360,0,111360,1,1,0,1,cod,AmanJee_PYB-0001,55680,45646,Home & Living,2021-09-22
ODR7953625140x,C377576L,2022-02-26,P920311,55680,2,111360,0,111360,1,1,1,1,cod,kansai_Undercoating Aerosol,105850,87812,Others,2022-02-02
ODR6176046043l,C548143L,2021-12-14,P568444,18560,6,111360,0,111360,1,0,0,1,cod,RS_Sohan Halwa Tin,17400,15660,Soghaat,2021-12-24
ODR7604541620e,C824683L,2022-04-16,P262191,110780,1,110780,0,110780,1,1,1,1,cod,ajmery_TH281FA1JKAGONAFAMZ-36,110780,83056,Men Fashion,2022-04-14
ODR3393283519q,C144871L,2022-03-25,P864121,110664,1,110664,0,110664,1,1,1,1,cod,MEGUIAR_G36516,110664,89610,Others,2021-10-02
ODR8683773002d,C288695L,2022-06-29,P351214,110200,1,110200,0,110200,1,1,1,1,cod,Strader_NT1150,110200,92568,Beauty & Grooming,2022-04-06
ODR7524368849z,C607286L,2021-05-09,P552342,110200,1,110200,0,110200,1,1,1,1,cod,Harry Potter and The Cursed Child-Hazir-Karachi,110200,79344,Books,2021-09-21
ODR3075400170w,C349501L,2021-08-16,P912922,110200,1,110200,0,110200,1,1,0,1,cod,Harry Potter and The Cursed Child-Hazir-Islamabad,110200,96976,Books,2021-07-02
ODR3971706078m,C793479L,2021-08-17,P552342,110200,1,110200,0,110200,1,1,1,1,cod,Harry Potter and The Cursed Child-Hazir-Karachi,110200,79344,Books,2021-08-17
ODR1467935935n,C862573L,2021-08-18,P552342,110200,1,110200,0,110200,1,1,0,8,ublcreditcard,Harry Potter and The Cursed Child-Hazir-Karachi,110200,79344,Books,2021-08-09
ODR6941352677x,C726838L,2021-08-19,P912922,110200,1,110200,0,110200,1,1,0,1,cod,Harry Potter and The Cursed Child-Hazir-Islamabad,110200,96976,Books,2021-08-10
ODR2317558192h,C985549L,2021-08-20,P552342,110200,1,110200,0,110200,1,1,1,1,cod,Harry Potter and The Cursed Child-Hazir-Karachi,110200,79344,Books,2021-08-06
ODR4702869685m,C742339L,2021-08-27,P912922,110200,1,110200,0,110200,1,1,1,1,cod,Harry Potter and The Cursed Child-Hazir-Islamabad,110200,96976,Books,2021-08-04
ODR4800254374m,C912653L,2021-01-07,P998934,110200,1,110200,0,110200,1,1,1,1,cod,Audionic_B-334,94830,56898,Computing,2021-07-25
ODR1960647964v,C840567L,2021-07-16,P998934,110200,1,110200,0,110200,1,1,1,1,cod,Audionic_B-334,94830,56898,Computing,2021-07-01
ODR9977138328s,C445034L,2021-12-07,P998934,110200,1,110200,0,110200,1,1,0,1,cod,Audionic_B-334,94830,56898,Computing,2021-07-18
ODR5716116375x,C992621L,2022-01-26,P998934,110200,1,110200,0,110200,1,0,0,4,Payaxis,Audionic_B-334,94830,56898,Computing,2021-11-17
ODR1388417292i,C163688L,2022-02-01,P998934,110200,1,110200,0,110200,1,1,1,1,cod,Audionic_B-334,94830,56898,Computing,2021-11-17
ODR8917234925l,C559720L,2022-05-02,P151994,110200,1,110200,0,110200,1,1,1,1,cod,PlanetX_PX-9079,110200,92568,Kids & Baby,2022-02-09
ODR4457867591j,C692085L,2022-01-13,P278178,110200,1,110200,0,110200,1,1,0,1,cod,Xenium_PWZ-20166,110200,79344,Others,2021-12-20
ODR3552893386j,C421020L,2022-04-08,P515027,110200,1,110200,0,110200,1,0,0,4,Payaxis,audionic_6954217532172,139200,115536,Others,2022-07-07
ODR4474585559s,C182055L,2021-11-18,P884518,110200,1,110200,0,110200,1,0,0,4,Payaxis,Baklawa_Mabroom Chocolate Cashew-1Kg,110200,85956,Soghaat,2021-11-04
ODR3419750420p,C869172L,2022-04-18,P884518,110200,1,110200,0,110200,1,1,1,1,cod,Baklawa_Mabroom Chocolate Cashew-1Kg,110200,85956,Soghaat,2022-01-20
ODR5362236417s,C299714L,2022-05-17,P647916,110142,1,110142,0,110142,1,0,0,13,Easypay_MA,stripyinterior_Ludo Rug,83346,61654,Home & Living,2022-05-02
ODR5581315289a,C438591L,2021-11-14,P264635,110142,1,110142,0,110142,1,0,0,4,Payaxis,Aladdin_Kids Scooty - Multicolor,110142,99122,Kids & Baby,2021-11-18
ODR3232968155c,C603530L,2022-01-20,P694524,110142,1,110142,0,110142,1,1,1,1,cod,US-USSG16-DRESS-12-4T,110142,71572,Kids & Baby,2021-07-28
ODR2617247620f,C986837L,2022-03-21,P986099,110142,1,110142,0,110142,1,1,0,1,cod,Tmall_SpyPen_8GB,110142,67164,School & Education,2021-07-17
ODR4054491925a,C949083L,2022-04-13,P986099,110142,1,110142,0,110142,1,0,0,13,Easypay_MA,Tmall_SpyPen_8GB,110142,67164,School & Education,2021-11-08
ODR8680178112y,C949083L,2022-04-15,P986099,110142,1,110142,0,110142,1,0,0,13,Easypay_MA,Tmall_SpyPen_8GB,110142,67164,School & Education,2021-11-08
ODR3133601381j,C624203L,2022-04-18,P986099,110142,1,110142,0,110142,1,1,1,1,cod,Tmall_SpyPen_8GB,110142,67164,School & Education,2022-04-17
ODR1755641891e,C949083L,2022-04-23,P986099,110142,1,110142,0,110142,1,0,0,13,Easypay_MA,Tmall_SpyPen_8GB,110142,67164,School & Education,2021-11-08
ODR2769568421e,C949083L,2022-04-26,P986099,110142,1,110142,0,110142,1,1,1,5,jazzwallet,Tmall_SpyPen_8GB,110142,67164,School & Education,2021-11-08
ODR4430063091m,C783306L,2021-03-08,P736839,109910,1,109910,0,109910,1,1,0,1,cod,J&J_JJCC-029,109910,90074,Kids & Baby,2021-08-10
ODR6426356090l,C997696L,2021-06-11,P363444,109910,1,109910,0,109910,1,1,1,1,cod,J&J_JJCC-002DB,109910,72500,Kids & Baby,2021-10-15
ODR3400108988l,C129011L,2021-07-26,P269194,109910,1,109910,0,109910,1,0,0,8,ublcreditcard,J&J_JJCC-017C,109910,71398,Kids & Baby,2021-07-08
ODR5328100230k,C129011L,2021-07-27,P269194,109910,1,109910,0,109910,1,1,1,8,ublcreditcard,J&J_JJCC-017C,109910,71398,Kids & Baby,2021-07-08
ODR1318031315w,C910983L,2021-09-18,P387820,109910,1,109910,0,109910,1,1,0,1,cod,J&J_JJCC-024,109910,86826,Kids & Baby,2021-09-12
ODR7659861567l,C615267L,2021-11-08,P689770,109910,1,109910,0,109910,1,1,1,1,cod,J&J_JJCC-026,109910,83520,Kids & Baby,2021-08-18
ODR7125467303x,C175409L,2022-04-05,P505022,109910,1,109910,0,109910,1,1,0,1,cod,SCIFI_SC4520SBP-Sponge Bob,109910,83520,School & Education,2022-05-05
ODR7878063259d,C346553L,2021-03-07,P880259,109040,1,109040,0,109040,1,1,1,1,cod,JBS_WEN-043,109040,93728,Others,2021-07-11
ODR7626942698k,C110122L,2022-08-13,P215115,54404,2,108808,0,108808,1,0,0,13,Easypay_MA,ME_3-in-1-Special-Multani-Sohan-Halwa-1kg,54404,36424,Soghaat,2022-08-14
ODR9260156773i,C910116L,2022-03-20,P118952,36250,3,108750,0,108750,1,1,0,1,cod,BP_TO21406,36250,21750,Kids & Baby,2022-03-15
ODR1651903317e,C244068L,2022-06-04,P659279,108750,1,108750,0,108750,1,1,1,1,cod,PlanetX_PX-9047,108750,70644,Kids & Baby,2022-04-25
ODR3045674965l,C359165L,2021-11-27,P482831,108460,1,108460,0,108460,1,1,0,1,cod,BBS_A179,108460,72616,Kids & Baby,2021-11-26
ODR6160464970e,C293646L,2022-12-06,P702210,108460,1,108460,0,108460,1,0,0,7,Easypay,PlanetX_PX-9128,127600,79112,Kids & Baby,2022-06-02
ODR7962789796x,C370595L,2021-09-13,P408411,107880,1,107880,0,107880,1,1,1,1,cod,anex_AG 13,104980,93380,Appliances,2021-09-25
ODR1420819196k,C394914L,2021-12-12,P362136,107880,1,107880,0,107880,1,1,0,1,cod,RAJESH_RAJ192,107880,87348,Home & Living,2021-12-07
ODR9323530772o,C111795L,2022-03-08,P986099,107880,1,107880,0,107880,1,1,1,1,cod,Tmall_SpyPen_8GB,110142,67164,School & Education,2022-08-06
ODR2964961630g,C111795L,2022-04-08,P986099,107880,1,107880,0,107880,1,1,0,1,cod,Tmall_SpyPen_8GB,110142,67164,School & Education,2022-08-06
ODR7128961266t,C547048L,2022-07-24,P986099,107880,1,107880,0,107880,1,1,0,1,cod,Tmall_SpyPen_8GB,110142,67164,School & Education,2022-01-23
ODR2118213002r,C852181L,2022-08-07,P986099,107880,1,107880,0,107880,1,1,0,1,cod,Tmall_SpyPen_8GB,110142,67164,School & Education,2022-07-12
ODR2463868278f,C491883L,2022-11-06,P986099,107880,1,107880,0,107880,1,1,0,1,cod,Tmall_SpyPen_8GB,110142,67164,School & Education,2022-06-26
ODR3617486084j,C215074L,2021-06-12,P139238,26970,4,107880,0,107880,1,0,0,4,Payaxis,cr_CASHEW NUT ROASTED-200 GM,21750,15428,Soghaat,2021-09-13
ODR8716183713i,C549188L,2022-04-15,P197519,26970,4,107880,0,107880,1,1,1,1,cod,RS_Nimcolia-5pack,24070,14442,Soghaat,2022-02-13
ODR5678554502a,C283648L,2022-02-24,P803798,107880,1,107880,0,107880,1,1,1,1,cod,Kansai_RustStripper,113100,82534,Superstore,2022-01-16
ODR3237487472w,C794879L,2022-11-02,P181485,107822,1,107822,0,107822,1,1,1,4,Payaxis,lamart_LMZ043,107822,76502,Home & Living,2021-11-26
ODR4031863928g,C974881L,2022-06-06,P165479,107648,1,107648,0,107648,1,1,1,1,cod,A4-Tech_Keyboard-Mouse-Wireless-3100N,107648,65656,Computing,2022-05-01
ODR3118261400h,C285417L,2022-04-17,P411823,107532,1,107532,0,107532,1,0,0,1,cod,Geepas_GH8626,107532,90306,Beauty & Grooming,2022-04-18
ODR1598080425e,C136019L,2022-12-02,P298116,107300,1,107300,0,107300,1,1,1,1,cod,dany_6954217098630,118900,103414,Computing,2022-02-10
ODR3891939740l,C585116L,2022-05-06,P247862,107300,1,107300,0,107300,1,0,0,7,Easypay,PlanetX_PX-9162,107300,70818,Kids & Baby,2022-06-16
ODR7468786535g,C554530L,2021-06-08,P347222,107300,1,107300,0,107300,1,1,1,1,cod,Assetmen_MD-428-M,107300,86884,Men Fashion,2021-08-02
ODR7557308392x,C717907L,2021-11-29,P950153,107300,1,107300,0,107300,1,1,0,1,cod,aw_CRC DUST FREE -400ml,107300,83694,Others,2021-11-05
ODR6380440647y,C717907L,2021-11-30,P950153,107300,1,107300,0,107300,1,1,1,1,cod,aw_CRC DUST FREE -400ml,107300,83694,Others,2021-11-05
ODR5396072386o,C683325L,2022-02-28,P456121,107242,1,107242,0,107242,1,1,1,1,cod,BP_TO31971,107242,83636,Kids & Baby,2022-02-23
ODR1512008563t,C810568L,2022-05-26,P390482,107242,1,107242,0,107242,1,0,0,1,cod,TKS_m962-5-6 Years,107242,65366,Kids & Baby,2022-05-10
ODR6598399009r,C973894L,2022-05-30,P668773,107242,1,107242,0,107242,1,1,0,1,cod,Toyworld_TW-195,107242,79344,Kids & Baby,2021-11-24
ODR9242581079h,C636477L,2022-12-04,P456121,107242,1,107242,0,107242,1,1,0,1,cod,BP_TO31971,107242,83636,Kids & Baby,2022-02-24
ODR7417014319e,C393377L,2022-07-16,P583579,107010,1,107010,0,107010,1,1,1,1,cod,GFE_16_FullHDcarDVR,107010,83462,Superstore,2021-11-09
ODR9763116265i,C961302L,2022-10-07,P505346,21344,5,106720,0,106720,1,1,1,1,cod,a4tech_Mouse-Optical-USB-OP-720,21402,13456,Computing,2021-09-20
ODR4004152654i,C177529L,2021-08-09,P403423,106720,1,106720,0,106720,1,1,1,14,productcredit,Senorita_GAK-822-BGE-34,106720,93902,Kids & Baby,2021-09-01
ODR8548789457j,C869172L,2022-01-18,P965987,26680,4,106720,0,106720,1,1,1,1,cod,Al Muhafiz Sohan Halwa Almond,26680,18908,Soghaat,2022-01-20
ODR6953117667f,C768693L,2022-01-28,P965987,26680,4,106720,0,106720,1,1,1,1,cod,Al Muhafiz Sohan Halwa Almond,26680,18908,Soghaat,2021-10-03
ODR7960430539h,C768693L,2022-01-31,P965987,26680,4,106720,0,106720,1,1,1,1,cod,Al Muhafiz Sohan Halwa Almond,26680,18908,Soghaat,2021-10-03
ODR5211816647n,C818619L,2022-03-30,P965987,26680,4,106720,0,106720,1,1,1,1,cod,Al Muhafiz Sohan Halwa Almond,26680,18908,Soghaat,2022-03-22
ODR5077150237x,C865882L,2022-06-13,P677186,106604,1,106604,0,106604,1,1,0,1,cod,Delsey_94526111,106604,85260,Home & Living,2022-06-14
ODR5923394030k,C870920L,2022-09-05,P941905,106256,1,106256,0,106256,1,0,0,1,cod,sehgalmotors_296111,106256,64786,Superstore,2021-09-27
ODR1714412396t,C412936L,2022-10-03,P893417,35380,3,106140,0,106140,1,1,1,1,cod,Aladdin_229-RC_CAR-138-19-20,41180,32944,Kids & Baby,2021-07-16
ODR6749275432u,C555601L,2021-08-18,P920311,105850,1,105850,0,105850,1,1,1,1,cod,kansai_Undercoating Aerosol,105850,87812,Others,2021-08-13
ODR5137386928v,C412936L,2022-02-27,P496204,52780,2,105560,0,105560,1,1,1,1,cod,Rajesh_RAJ001,52780,35322,Home & Living,2021-07-16
ODR6760631424g,C268503L,2022-06-04,P496204,52780,2,105560,0,105560,1,1,1,1,cod,Rajesh_RAJ001,52780,35322,Home & Living,2021-09-14
ODR9112997601q,C714316L,2021-03-10,P154811,52780,2,105560,0,105560,1,0,0,1,cod,madela_ DISPOSABLE BRA PADS,52780,31668,Kids & Baby,2021-10-15
ODR1708312305m,C423808L,2021-10-20,P118269,105154,1,105154,0,105154,1,1,1,1,cod,Edukaan_201560,88102,63394,Kids & Baby,2021-10-09
ODR5980295201d,C684498L,2022-11-03,P118269,105154,1,105154,0,105154,1,1,1,1,cod,Edukaan_201560,88102,63394,Kids & Baby,2022-02-27
ODR8904873710n,C564260L,2022-03-13,P670138,104400,1,104400,0,104400,1,0,0,1,cod,TO_042-HQT 906,104400,76212,Beauty & Grooming,2022-02-23
ODR1805860147z,C564260L,2022-03-17,P670138,104400,1,104400,0,104400,1,1,0,1,cod,TO_042-HQT 906,104400,76212,Beauty & Grooming,2022-02-23
ODR7630228682c,C914828L,2021-09-15,P315456,104400,1,104400,0,104400,1,1,0,1,cod,BParcel_EASY CAP 4 PORT-BLACK,104400,86652,Computing,2021-09-03
ODR8919576410d,C395575L,2022-01-19,P298075,52200,2,104400,0,104400,1,1,1,1,cod,ajwa_Ajwa Seeds Powder,52200,35496,Health & Sports,2022-01-17
ODR5486389062w,C851879L,2022-04-28,P138131,52200,2,104400,0,104400,1,1,1,1,cod,ajwa_Ajwa Dates Powder,52200,39150,Health & Sports,2022-02-05
ODR3597925495s,C269011L,2022-10-03,P138131,52200,2,104400,0,104400,1,1,1,1,cod,ajwa_Ajwa Dates Powder,52200,39150,Health & Sports,2022-02-27
ODR5247647742t,C168098L,2022-03-31,P417101,104400,1,104400,0,104400,1,1,1,4,Payaxis,Truck Art Tea Pot,104400,76212,Home & Living,2022-03-27
ODR8678331678u,C141366L,2022-03-02,P713037,104400,1,104400,0,104400,1,0,0,1,cod,PlanetX_PX-9153,98542,66004,Kids & Baby,2022-02-17
ODR6959634881q,C708585L,2022-06-30,P376703,104400,1,104400,0,104400,1,0,0,1,cod,babywtoy61,104400,92916,Kids & Baby,2022-06-19
ODR8981797659i,C827470L,2022-10-01,P858068,26100,4,104400,0,104400,1,1,1,1,cod,RB_Dettol Germ Busting Kit-bf,26100,18270,Others,2022-01-25
ODR8222023665d,C455788L,2021-10-22,P527415,104400,1,104400,0,104400,1,1,1,1,cod,Barico_490 (940387),104400,89784,School & Education,2021-07-12
ODR7823749970i,C741034L,2022-04-19,P419276,104400,1,104400,0,104400,1,1,1,1,cod,oxford_9780199128204,104400,84564,School & Education,2022-04-23
