GCIF,Area,Jalur_Pembukaan,Vintage,Usia,Jenis_Kelamin,Status_Perkawinan,Jumlah_Anak,Pendidikan,Produk_Tabungan,Produk_Deposito,Produk_Kartu_Kredit,Produk_Kredit_Rumah,Produk_Kredit_Kendaraan,Produk_Kredit_Dana_Tunai,Total_Kepemilikan_Produk,Pendapatan_Tahunan,Total_Relationship_Balance
G16120,Bandung,Aplikasi Digital,2 - 3 Tahun,59,Laki-laki,Cerai,4,SMA,1,1,0,0,0,0,2,337,121591906
G02039,Bandung,Telemarketing,2 - 3 Tahun,58,Laki-laki,Cerai,0,SMA,1,0,0,1,0,0,2,371,332568396
G01617,Solo,Internet Banking,2 - 3 Tahun,41,Perempuan,Belum Menikah,0,SMA,1,0,0,0,0,1,2,427,447249013
G03081,Solo,Aplikasi Digital,2 - 3 Tahun,51,Perempuan,Belum Menikah,0,SMA,1,0,0,0,0,1,2,374,249558630
G00066,Jogja,Aplikasi Digital,2 - 3 Tahun,20,Perempuan,Belum Menikah,0,SMA,1,1,0,0,0,0,2,388,234345647
G06842,Jakarta,Telemarketing,2 - 3 Tahun,28,Laki-laki,Menikah,2,SMA,1,0,0,1,0,0,2,199,107295650
G08140,Jogja,Internet Banking,2 - 3 Tahun,60,Perempuan,Cerai,3,SMA,1,0,0,0,0,1,2,490,111104058
G26885,Jogja,Aplikasi Digital,2 - 3 Tahun,67,Laki-laki,Menikah,1,SMA,0,0,0,1,0,1,2,400,419091970
G09066,Jogja,Cabang,2 - 3 Tahun,48,Perempuan,Cerai,4,SMA,1,0,0,0,0,1,2,261,13554946
G16122,Bandung,Cabang,2 - 3 Tahun,43,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,494,210046354
G11089,Jogja,Telemarketing,2 - 3 Tahun,40,Laki-laki,Belum Menikah,0,SMA,1,0,0,1,0,0,2,351,79844839
G05539,Bogor,Telemarketing,2 - 3 Tahun,25,Laki-laki,Menikah,4,SMA,1,0,0,1,0,0,2,143,179575897
G00225,Solo,Internet Banking,2 - 3 Tahun,48,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,527,277965179
G05363,Surabaya,Cabang,2 - 3 Tahun,43,Perempuan,Cerai,3,SMA,1,0,0,1,0,0,2,368,16743540
G05478,Jakarta,Aplikasi Digital,2 - 3 Tahun,54,Laki-laki,Belum Menikah,0,SMA,1,0,0,0,0,1,2,475,263628433
G06546,Surabaya,Cabang,2 - 3 Tahun,43,Laki-laki,Belum Menikah,0,SMA,1,0,0,0,0,1,2,321,228012203
G07167,Surabaya,Cabang,2 - 3 Tahun,57,Perempuan,Belum Menikah,0,SMA,1,1,0,0,0,0,2,627,413368610
G16681,Jogja,Aplikasi Digital,2 - 3 Tahun,56,Laki-laki,Belum Menikah,0,SMA,1,0,1,0,0,0,2,786,260231050
G12114,Solo,Internet Banking,2 - 3 Tahun,45,Laki-laki,Menikah,3,SMA,1,0,0,1,0,0,2,456,311684268
G07278,Solo,Aplikasi Digital,2 - 3 Tahun,51,Laki-laki,Cerai,0,SMA,1,0,0,1,0,0,2,508,19791772
G24161,Jakarta,Telemarketing,2 - 3 Tahun,50,Laki-laki,Cerai,3,SMA,1,0,0,0,0,1,2,853,23488979
G25300,Jogja,Internet Banking,2 - 3 Tahun,67,Laki-laki,Menikah,3,SMA,0,1,1,0,0,0,2,425,235780524
G25982,Surabaya,Cabang,2 - 3 Tahun,64,Laki-laki,Menikah,0,SMA,0,1,0,0,1,0,2,433,354989054
G28032,Solo,Internet Banking,2 - 3 Tahun,62,Laki-laki,Menikah,1,SMA,0,0,0,1,0,1,2,385,330458958
G23062,Solo,Aplikasi Digital,2 - 3 Tahun,21,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,355,449387646
G01943,Jogja,Telemarketing,2 - 3 Tahun,30,Laki-laki,Menikah,1,SMA,1,1,0,0,0,0,2,390,227499244
G21035,Jakarta,Telemarketing,2 - 3 Tahun,37,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,568,71599320
G05902,Solo,Telemarketing,2 - 3 Tahun,25,Perempuan,Menikah,4,SMA,1,0,0,1,0,0,2,192,276336039
G18995,Surabaya,Cabang,2 - 3 Tahun,40,Laki-laki,Menikah,0,SMA,1,0,0,1,0,0,2,357,157827660
G23495,Bandung,Cabang,2 - 3 Tahun,52,Perempuan,Menikah,4,SMA,0,0,0,1,0,1,2,315,415466886
G04543,Bandung,Telemarketing,2 - 3 Tahun,27,Laki-laki,Menikah,3,SMA,1,0,0,1,0,0,2,233,412051709
G27870,Bandung,Internet Banking,2 - 3 Tahun,38,Laki-laki,Belum Menikah,0,SMA,1,0,1,0,0,0,2,447,298678085
G16037,Solo,Cabang,2 - 3 Tahun,42,Perempuan,Belum Menikah,0,SMA,1,0,0,0,0,1,2,367,163062647
G05929,Surabaya,Aplikasi Digital,2 - 3 Tahun,39,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,514,164584725
G07430,Bandung,Aplikasi Digital,2 - 3 Tahun,33,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,160,187558312
G08871,Solo,Internet Banking,2 - 3 Tahun,22,Perempuan,Belum Menikah,0,SMA,1,1,0,0,0,0,2,395,310295559
G13824,Jakarta,Telemarketing,2 - 3 Tahun,44,Laki-laki,Menikah,4,SMA,1,0,0,0,0,1,2,368,242558187
G10235,Surabaya,Cabang,2 - 3 Tahun,50,Laki-laki,Belum Menikah,0,SMA,1,0,0,0,0,1,2,383,152759433
G21355,Surabaya,Telemarketing,2 - 3 Tahun,40,Laki-laki,Belum Menikah,0,SMA,1,0,0,0,0,1,2,282,398478986
G27172,Solo,Cabang,2 - 3 Tahun,38,Laki-laki,Belum Menikah,0,SMA,1,0,0,0,0,1,2,496,432116354
G23344,Solo,Internet Banking,2 - 3 Tahun,57,Laki-laki,Cerai,2,SMA,1,0,0,0,0,1,2,564,208462413
G22644,Bandung,Internet Banking,2 - 3 Tahun,31,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,494,438204093
G18606,Jakarta,Aplikasi Digital,2 - 3 Tahun,47,Perempuan,Belum Menikah,0,SMA,1,0,0,1,0,0,2,539,175208347
G21464,Solo,Aplikasi Digital,2 - 3 Tahun,26,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,447,94047891
G04511,Bandung,Internet Banking,2 - 3 Tahun,56,Laki-laki,Belum Menikah,0,SMA,1,0,1,0,0,0,2,620,399387319
G27092,Bandung,Telemarketing,2 - 3 Tahun,57,Perempuan,Cerai,2,SMA,1,1,0,0,0,0,2,612,139351060
G22051,Bandung,Aplikasi Digital,2 - 3 Tahun,55,Laki-laki,Cerai,4,SMA,1,0,0,1,0,0,2,829,225564410
G12974,Solo,Cabang,2 - 3 Tahun,23,Perempuan,Belum Menikah,0,SMA,1,1,0,0,0,0,2,232,9124459
G22763,Jakarta,Telemarketing,2 - 3 Tahun,32,Laki-laki,Belum Menikah,0,SMA,1,0,0,1,0,0,2,244,360906633
G20287,Solo,Aplikasi Digital,2 - 3 Tahun,58,Perempuan,Cerai,2,SMA,1,1,0,0,0,0,2,571,345688633
G03247,Bandung,Internet Banking,2 - 3 Tahun,50,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,876,426200611
G25822,Jakarta,Telemarketing,2 - 3 Tahun,66,Perempuan,Menikah,0,SMA,0,1,0,0,0,1,2,720,401486752
G00454,Jakarta,Telemarketing,2 - 3 Tahun,31,Perempuan,Belum Menikah,0,SMA,1,1,0,0,0,0,2,279,6711076
G03970,Bogor,Telemarketing,2 - 3 Tahun,48,Perempuan,Belum Menikah,0,SMA,1,0,1,0,0,0,2,383,165671662
G25528,Jakarta,Telemarketing,2 - 3 Tahun,28,Laki-laki,Belum Menikah,0,SMA,1,0,1,0,0,0,2,129,125169400
G27505,Jogja,Internet Banking,2 - 3 Tahun,37,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,329,149249831
G11906,Bandung,Telemarketing,2 - 3 Tahun,39,Laki-laki,Menikah,4,SMA,1,1,0,0,0,0,2,373,151817522
G23148,Jakarta,Telemarketing,2 - 3 Tahun,50,Perempuan,Menikah,3,SMA,0,0,1,1,0,0,2,544,390095708
G01016,Surabaya,Cabang,2 - 3 Tahun,35,Perempuan,Belum Menikah,0,SMA,1,0,1,0,0,0,2,499,70206253
G26937,Bandung,Telemarketing,2 - 3 Tahun,40,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,467,55126864
G21255,Solo,Internet Banking,2 - 3 Tahun,52,Perempuan,Belum Menikah,0,SMA,1,0,0,0,0,1,2,491,448524033
G26245,Jakarta,Telemarketing,2 - 3 Tahun,48,Laki-laki,Belum Menikah,0,SMA,1,0,0,0,0,1,2,530,343062058
G27720,Bandung,Telemarketing,2 - 3 Tahun,66,Perempuan,Menikah,2,SMA,0,1,0,1,0,0,2,737,76517648
G22696,Solo,Aplikasi Digital,2 - 3 Tahun,37,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,276,129779640
G12844,Surabaya,Aplikasi Digital,2 - 3 Tahun,41,Laki-laki,Menikah,2,SMA,1,0,0,0,0,1,2,571,22307579
G21717,Jakarta,Internet Banking,2 - 3 Tahun,54,Laki-laki,Menikah,0,SMA,1,0,0,1,0,0,2,433,252501322
G04148,Bandung,Aplikasi Digital,2 - 3 Tahun,52,Laki-laki,Belum Menikah,0,SMA,1,0,0,1,0,0,2,813,211064432
G15158,Bandung,Internet Banking,2 - 3 Tahun,22,Laki-laki,Belum Menikah,0,SMA,1,0,0,0,0,1,2,232,415482220
G27514,Bogor,Aplikasi Digital,2 - 3 Tahun,68,Laki-laki,Menikah,0,SMA,0,0,1,1,0,0,2,504,386585439
G16966,Solo,Aplikasi Digital,2 - 3 Tahun,46,Perempuan,Menikah,4,SMA,1,0,0,1,0,0,2,579,25041301
G03893,Surabaya,Telemarketing,2 - 3 Tahun,41,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,552,288022922
G11520,Surabaya,Cabang,2 - 3 Tahun,39,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,387,414278870
G09374,Bandung,Cabang,2 - 3 Tahun,41,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,450,166658330
G09598,Bandung,Cabang,2 - 3 Tahun,26,Laki-laki,Menikah,2,SMA,1,0,0,1,0,0,2,239,100494552
G22431,Jakarta,Telemarketing,2 - 3 Tahun,25,Laki-laki,Belum Menikah,0,SMA,1,0,0,0,1,0,2,422,260596929
G23147,Surabaya,Internet Banking,2 - 3 Tahun,46,Laki-laki,Cerai,1,SMA,1,1,0,0,0,0,2,360,361595859
G06739,Bandung,Aplikasi Digital,2 - 3 Tahun,20,Laki-laki,Belum Menikah,0,SMA,1,0,0,0,0,1,2,396,403716028
G04530,Bandung,Cabang,2 - 3 Tahun,32,Laki-laki,Menikah,4,SMA,1,0,0,0,0,1,2,339,406089597
G20910,Jakarta,Telemarketing,2 - 3 Tahun,24,Perempuan,Belum Menikah,0,SMA,1,1,0,0,0,0,2,360,127913297
G23984,Solo,Aplikasi Digital,2 - 3 Tahun,36,Laki-laki,Belum Menikah,0,SMA,1,0,0,0,0,1,2,569,427172755
G15948,Surabaya,Telemarketing,2 - 3 Tahun,46,Perempuan,Belum Menikah,0,SMA,1,1,0,0,0,0,2,587,384525064
G20535,Surabaya,Aplikasi Digital,2 - 3 Tahun,29,Laki-laki,Belum Menikah,0,SMA,1,0,0,1,0,0,2,187,15605523
G27457,Bandung,Cabang,2 - 3 Tahun,69,Laki-laki,Menikah,1,SMA,0,1,0,1,0,0,2,857,192393481
G19034,Surabaya,Aplikasi Digital,2 - 3 Tahun,44,Perempuan,Belum Menikah,0,SMA,1,0,0,0,0,1,2,554,284684149
G26190,Surabaya,Internet Banking,2 - 3 Tahun,63,Laki-laki,Menikah,3,SMA,0,0,0,1,0,1,2,796,269042467
G09541,Bandung,Telemarketing,2 - 3 Tahun,44,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,421,208951156
G16248,Jakarta,Telemarketing,2 - 3 Tahun,49,Laki-laki,Menikah,3,SMA,1,1,0,0,0,0,2,346,5149154
G18701,Bandung,Aplikasi Digital,2 - 3 Tahun,40,Laki-laki,Menikah,4,SMA,1,0,0,0,0,1,2,582,27869725
G24532,Bogor,Cabang,2 - 3 Tahun,29,Perempuan,Belum Menikah,0,SMA,1,0,0,0,0,1,2,250,160548642
G23804,Bandung,Internet Banking,2 - 3 Tahun,63,Laki-laki,Menikah,1,SMA,0,1,0,0,0,1,2,890,27969811
G03659,Bandung,Aplikasi Digital,2 - 3 Tahun,37,Laki-laki,Belum Menikah,0,SMA,1,0,0,1,0,0,2,264,349370329
G01998,Bandung,Internet Banking,2 - 3 Tahun,30,Laki-laki,Menikah,2,SMA,1,0,0,1,0,0,2,185,74430978
G05000,Bandung,Cabang,2 - 3 Tahun,55,Perempuan,Belum Menikah,0,SMA,1,1,0,0,0,0,2,663,235763834
G10633,Solo,Aplikasi Digital,2 - 3 Tahun,31,Perempuan,Belum Menikah,0,SMA,1,1,0,0,0,0,2,178,244720340
G09544,Bogor,Internet Banking,2 - 3 Tahun,26,Laki-laki,Menikah,3,SMA,1,0,0,0,0,1,2,279,313453406
G04968,Jakarta,Telemarketing,2 - 3 Tahun,26,Laki-laki,Belum Menikah,0,SMA,1,0,0,0,0,1,2,441,116789994
G14216,Bandung,Cabang,2 - 3 Tahun,46,Laki-laki,Belum Menikah,0,SMA,1,0,1,0,0,0,2,320,191174388
G07997,Solo,Telemarketing,2 - 3 Tahun,26,Laki-laki,Belum Menikah,0,SMA,1,0,1,0,0,0,2,396,251764062
G15886,Bandung,Cabang,2 - 3 Tahun,59,Laki-laki,Cerai,2,SMA,1,1,0,0,0,0,2,576,251482920
G18147,Jakarta,Cabang,2 - 3 Tahun,48,Laki-laki,Menikah,4,SMA,1,0,0,0,0,1,2,441,336674856
G06006,Jakarta,Internet Banking,2 - 3 Tahun,32,Laki-laki,Belum Menikah,0,SMA,1,0,0,0,0,1,2,412,439094515
G15338,Solo,Aplikasi Digital,2 - 3 Tahun,49,Laki-laki,Menikah,4,SMA,1,1,0,0,0,0,2,407,167905326
G18336,Bandung,Internet Banking,2 - 3 Tahun,28,Laki-laki,Belum Menikah,0,SMA,1,0,0,0,0,1,2,387,350338660
G27373,Jogja,Cabang,2 - 3 Tahun,25,Laki-laki,Belum Menikah,0,SMA,1,0,0,1,0,0,2,486,210559481
G07171,Jakarta,Telemarketing,2 - 3 Tahun,56,Laki-laki,Belum Menikah,0,SMA,1,0,1,0,0,0,2,628,403141472
G09947,Jakarta,Telemarketing,2 - 3 Tahun,32,Laki-laki,Menikah,0,SMA,1,0,0,1,0,0,2,104,162857974
G21115,Surabaya,Telemarketing,2 - 3 Tahun,53,Laki-laki,Menikah,0,SMA,1,0,0,0,0,1,2,471,181320438
G17461,Jogja,Cabang,2 - 3 Tahun,37,Laki-laki,Belum Menikah,0,SMA,1,0,0,1,0,0,2,589,76025318
G14245,Bandung,Aplikasi Digital,2 - 3 Tahun,37,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,470,231783228
G14935,Jogja,Internet Banking,2 - 3 Tahun,56,Perempuan,Cerai,3,SMA,1,1,0,0,0,0,2,550,402038534
G09817,Jakarta,Telemarketing,2 - 3 Tahun,33,Perempuan,Menikah,4,SMA,1,1,0,0,0,0,2,386,134005980
G03204,Solo,Telemarketing,2 - 3 Tahun,34,Laki-laki,Menikah,2,SMA,1,0,1,0,0,0,2,288,181520923
G04036,Bandung,Cabang,2 - 3 Tahun,34,Laki-laki,Menikah,4,SMA,1,0,0,0,0,1,2,251,275911424
G15291,Surabaya,Cabang,2 - 3 Tahun,38,Perempuan,Belum Menikah,0,SMA,1,1,0,0,0,0,2,592,114492849
G01598,Bandung,Internet Banking,2 - 3 Tahun,33,Laki-laki,Menikah,2,SMA,1,0,0,1,0,0,2,256,237344686
G15870,Jogja,Cabang,2 - 3 Tahun,52,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,673,156722643
G07615,Jogja,Telemarketing,2 - 3 Tahun,25,Laki-laki,Menikah,3,SMA,1,0,0,1,0,0,2,168,7822222
G18078,Jogja,Telemarketing,2 - 3 Tahun,40,Laki-laki,Menikah,1,SMA,1,0,1,0,0,0,2,560,128832780
G25096,Solo,Telemarketing,2 - 3 Tahun,64,Laki-laki,Menikah,0,SMA,0,1,0,1,0,0,2,636,147893655
G25768,Jogja,Telemarketing,2 - 3 Tahun,69,Laki-laki,Menikah,4,SMA,0,0,0,1,0,1,2,530,166407435
G12988,Surabaya,Telemarketing,2 - 3 Tahun,42,Perempuan,Belum Menikah,0,SMA,1,0,0,0,0,1,2,261,81317529
G21442,Jakarta,Cabang,2 - 3 Tahun,52,Laki-laki,Menikah,3,SMA,1,0,0,1,0,0,2,502,339979131
G05252,Jakarta,Telemarketing,2 - 3 Tahun,57,Laki-laki,Belum Menikah,0,SMA,1,0,0,0,0,1,2,314,180130489
G09498,Solo,Cabang,2 - 3 Tahun,42,Perempuan,Belum Menikah,0,SMA,1,0,0,0,0,1,2,387,67426867
G20789,Jakarta,Internet Banking,2 - 3 Tahun,45,Perempuan,Belum Menikah,0,SMA,1,1,0,0,0,0,2,553,30119350
G07899,Jakarta,Telemarketing,2 - 3 Tahun,33,Laki-laki,Menikah,3,SMA,1,0,0,1,0,0,2,111,260833580
G17861,Surabaya,Telemarketing,2 - 3 Tahun,45,Perempuan,Menikah,4,SMA,1,0,0,1,0,0,2,336,310892431
G06781,Jogja,Internet Banking,2 - 3 Tahun,30,Perempuan,Belum Menikah,0,SMA,1,1,0,0,0,0,2,477,330965507
G22772,Solo,Internet Banking,2 - 3 Tahun,40,Laki-laki,Belum Menikah,0,SMA,1,0,1,0,0,0,2,442,280351987
G12935,Bandung,Telemarketing,2 - 3 Tahun,36,Laki-laki,Menikah,0,SMA,1,0,0,1,0,0,2,337,118207345
G00235,Surabaya,Aplikasi Digital,2 - 3 Tahun,32,Laki-laki,Menikah,0,SMA,1,0,0,1,0,0,2,219,52850718
G03155,Surabaya,Aplikasi Digital,2 - 3 Tahun,43,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,428,316051225
G08510,Jakarta,Telemarketing,2 - 3 Tahun,25,Laki-laki,Menikah,2,SMA,1,0,1,0,0,0,2,328,373259047
G03800,Bandung,Cabang,2 - 3 Tahun,37,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,549,41171796
G27019,Jakarta,Aplikasi Digital,2 - 3 Tahun,69,Laki-laki,Menikah,2,SMA,0,1,0,1,0,0,2,735,204893312
G19514,Jakarta,Telemarketing,2 - 3 Tahun,51,Laki-laki,Menikah,4,SMA,1,0,1,0,0,0,2,306,295260094
G17731,Jakarta,Aplikasi Digital,2 - 3 Tahun,47,Perempuan,Belum Menikah,0,SMA,1,0,0,0,0,1,2,468,291964190
G20772,Jakarta,Telemarketing,2 - 3 Tahun,45,Perempuan,Belum Menikah,0,SMA,1,1,0,0,0,0,2,293,415619956
G26619,Bandung,Internet Banking,2 - 3 Tahun,69,Laki-laki,Menikah,0,SMA,0,0,0,0,1,1,2,795,319463546
G07165,Jakarta,Telemarketing,2 - 3 Tahun,40,Laki-laki,Belum Menikah,0,SMA,1,0,1,0,0,0,2,533,396000927
G04946,Jogja,Cabang,2 - 3 Tahun,56,Perempuan,Cerai,0,SMA,1,1,0,0,0,0,2,504,373851935
G08141,Bogor,Cabang,2 - 3 Tahun,53,Laki-laki,Cerai,2,SMA,1,0,0,1,0,0,2,600,357915484
G06495,Bandung,Aplikasi Digital,2 - 3 Tahun,43,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,470,96918601
G23395,Bandung,Internet Banking,2 - 3 Tahun,54,Laki-laki,Menikah,1,SMA,0,1,0,1,0,0,2,860,181223561
G26014,Solo,Internet Banking,2 - 3 Tahun,70,Laki-laki,Menikah,2,SMA,0,0,1,1,0,0,2,471,326161061
G23886,Jogja,Telemarketing,2 - 3 Tahun,65,Laki-laki,Menikah,0,SMA,0,0,0,1,0,1,2,795,416832157
G25051,Jogja,Internet Banking,2 - 3 Tahun,63,Laki-laki,Menikah,3,SMA,0,1,0,1,0,0,2,840,411601165
G26380,Solo,Telemarketing,2 - 3 Tahun,70,Perempuan,Menikah,1,SMA,0,1,0,1,0,0,2,530,170056005
G13507,Bandung,Telemarketing,2 - 3 Tahun,46,Perempuan,Belum Menikah,0,SMA,1,0,1,0,0,0,2,363,182784541
G08890,Bandung,Internet Banking,2 - 3 Tahun,47,Laki-laki,Belum Menikah,0,SMA,1,0,1,0,0,0,2,589,256988765
G07505,Jakarta,Telemarketing,2 - 3 Tahun,48,Laki-laki,Belum Menikah,0,SMA,1,0,0,0,0,1,2,328,46480774
G20974,Jakarta,Telemarketing,2 - 3 Tahun,35,Laki-laki,Belum Menikah,0,SMA,1,0,0,1,0,0,2,361,357161580
G00332,Solo,Aplikasi Digital,2 - 3 Tahun,49,Laki-laki,Cerai,0,SMA,1,1,0,0,0,0,2,473,27255285
G18311,Surabaya,Cabang,2 - 3 Tahun,44,Perempuan,Menikah,4,SMA,1,0,0,1,0,0,2,282,360629230
G22468,Surabaya,Internet Banking,2 - 3 Tahun,42,Perempuan,Belum Menikah,0,SMA,1,1,0,0,0,0,2,323,205508395
G24836,Jakarta,Telemarketing,2 - 3 Tahun,70,Laki-laki,Menikah,1,SMA,0,0,0,1,0,1,2,545,201650161
G22059,Solo,Cabang,2 - 3 Tahun,53,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,536,385400516
G23622,Bandung,Telemarketing,2 - 3 Tahun,36,Laki-laki,Belum Menikah,0,SMA,1,0,0,0,0,1,2,252,160224286
G15411,Surabaya,Internet Banking,2 - 3 Tahun,38,Perempuan,Belum Menikah,0,SMA,1,1,0,0,0,0,2,304,330703186
G14046,Jakarta,Telemarketing,2 - 3 Tahun,58,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,793,61804802
G27671,Bandung,Cabang,2 - 3 Tahun,60,Laki-laki,Menikah,3,SMA,0,1,1,0,0,0,2,312,336163393
G21991,Bogor,Cabang,2 - 3 Tahun,45,Perempuan,Belum Menikah,0,SMA,1,1,0,0,0,0,2,554,414212143
G13931,Jakarta,Telemarketing,2 - 3 Tahun,39,Laki-laki,Belum Menikah,0,SMA,1,0,0,0,0,1,2,280,82027641
G17724,Solo,Internet Banking,2 - 3 Tahun,39,Laki-laki,Belum Menikah,0,SMA,1,0,0,0,0,1,2,582,428059551
G16073,Bandung,Internet Banking,2 - 3 Tahun,58,Perempuan,Cerai,4,SMA,1,0,1,0,0,0,2,532,265342531
G19813,Surabaya,Internet Banking,2 - 3 Tahun,44,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,563,366838710
G16690,Bandung,Internet Banking,2 - 3 Tahun,47,Laki-laki,Menikah,3,SMA,1,0,0,1,0,0,2,299,447857550
G16615,Jogja,Aplikasi Digital,2 - 3 Tahun,39,Perempuan,Belum Menikah,0,SMA,1,0,1,0,0,0,2,321,113433838
G27487,Solo,Internet Banking,2 - 3 Tahun,65,Laki-laki,Menikah,3,SMA,0,0,0,1,0,1,2,666,217779525
G23083,Surabaya,Internet Banking,2 - 3 Tahun,43,Perempuan,Cerai,3,SMA,1,0,0,0,0,1,2,342,151922954
G26220,Jakarta,Aplikasi Digital,2 - 3 Tahun,58,Laki-laki,Cerai,4,SMA,1,0,0,1,0,0,2,745,160073511
G00763,Bandung,Aplikasi Digital,2 - 3 Tahun,43,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,362,426127642
G24039,Surabaya,Aplikasi Digital,2 - 3 Tahun,67,Laki-laki,Menikah,2,SMA,0,1,0,0,1,0,2,319,363127204
G24907,Bandung,Aplikasi Digital,2 - 3 Tahun,69,Perempuan,Menikah,2,SMA,0,1,0,0,0,1,2,748,345728193
G06703,Bandung,Cabang,2 - 3 Tahun,46,Laki-laki,Belum Menikah,0,SMA,1,0,0,1,0,0,2,594,34579256
G01467,Bandung,Telemarketing,2 - 3 Tahun,56,Perempuan,Belum Menikah,0,SMA,1,0,1,0,0,0,2,625,107959677
G21423,Bandung,Internet Banking,2 - 3 Tahun,60,Perempuan,Cerai,2,SMA,1,1,0,0,0,0,2,808,374437630
G12422,Bandung,Aplikasi Digital,2 - 3 Tahun,40,Laki-laki,Menikah,3,SMA,1,0,1,0,0,0,2,540,363184397
G04719,Bandung,Internet Banking,2 - 3 Tahun,41,Laki-laki,Cerai,1,SMA,1,1,0,0,0,0,2,456,356075605
G18354,Bandung,Telemarketing,2 - 3 Tahun,49,Laki-laki,Menikah,3,SMA,1,0,0,1,0,0,2,252,180192020
G20663,Solo,Aplikasi Digital,2 - 3 Tahun,43,Perempuan,Belum Menikah,0,SMA,1,1,0,0,0,0,2,451,283639907
G26514,Bandung,Aplikasi Digital,2 - 3 Tahun,59,Laki-laki,Belum Menikah,0,SMA,1,0,1,0,0,0,2,746,396984310
G12827,Jakarta,Internet Banking,2 - 3 Tahun,49,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,480,249848015
G18407,Solo,Aplikasi Digital,2 - 3 Tahun,48,Laki-laki,Menikah,1,SMA,1,0,0,0,1,0,2,413,415967410
G25421,Jakarta,Telemarketing,2 - 3 Tahun,64,Perempuan,Menikah,3,SMA,0,0,0,1,0,1,2,857,84419870
G16792,Surabaya,Internet Banking,2 - 3 Tahun,41,Laki-laki,Menikah,0,SMA,1,0,0,1,0,0,2,372,247387312
G19217,Bandung,Internet Banking,2 - 3 Tahun,57,Laki-laki,Belum Menikah,0,SMA,1,0,1,0,0,0,2,878,351229612
G16350,Solo,Aplikasi Digital,2 - 3 Tahun,47,Perempuan,Menikah,4,SMA,1,0,0,1,0,0,2,406,321026402
G16972,Surabaya,Telemarketing,2 - 3 Tahun,43,Laki-laki,Menikah,4,SMA,1,0,0,1,0,0,2,409,347890829
G12953,Jakarta,Telemarketing,2 - 3 Tahun,47,Laki-laki,Cerai,2,SMA,1,1,0,0,0,0,2,256,141816325
G08443,Surabaya,Cabang,2 - 3 Tahun,55,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,660,317217839
G12895,Jakarta,Telemarketing,2 - 3 Tahun,43,Perempuan,Cerai,2,SMA,1,1,0,0,0,0,2,289,44483643
G22266,Surabaya,Aplikasi Digital,2 - 3 Tahun,54,Laki-laki,Cerai,1,SMA,1,0,0,0,1,0,2,459,89943407
G14050,Solo,Internet Banking,2 - 3 Tahun,41,Perempuan,Cerai,0,SMA,1,1,0,0,0,0,2,367,74812233
G19637,Jakarta,Telemarketing,2 - 3 Tahun,50,Laki-laki,Menikah,4,SMA,1,0,0,1,0,0,2,689,95683028
G25159,Bandung,Internet Banking,2 - 3 Tahun,69,Perempuan,Menikah,3,SMA,0,0,0,1,0,1,2,573,58197835
G03224,Surabaya,Internet Banking,2 - 3 Tahun,42,Laki-laki,Belum Menikah,0,SMA,1,0,1,0,0,0,2,361,31924981
G15619,Jakarta,Telemarketing,2 - 3 Tahun,44,Laki-laki,Belum Menikah,0,SMA,1,0,0,0,0,1,2,468,136441579
G10086,Bogor,Internet Banking,2 - 3 Tahun,49,Laki-laki,Belum Menikah,0,SMA,1,1,0,0,0,0,2,567,31891155
G08413,Surabaya,Internet Banking,2 - 3 Tahun,40,Laki-laki,Cerai,4,SMA,1,0,0,0,0,1,2,399,233075251
